Tipo Responsable Academica;Responsable Académica;Tipo Propuesta Formativa;Propuesta Formativa;Año;Alumnos (NI+RI);Nuevos Inscriptos;Egresados
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2012;297,00;293,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2013;404,00;190,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2014;497,00;247,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2015;496,00;228,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2016;605,00;305,00;5,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2017;547,00;188,00;6,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2018;583,00;252,00;9,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2019;537,00;216,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2020;595,00;279,00;1,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2021;752,00;324,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2022;783,00;363,00;12,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2023;779,00;379,00;14,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2024;990,00;626,00;14,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración;2025;826,00;502,00;2,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2001;494,00;494,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2002;592,00;267,00;6,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2003;760,00;287,00;46,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2004;724,00;198,00;60,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2005;707,00;213,00;48,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2006;773,00;284,00;50,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2007;790,00;237,00;56,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2008;934,00;357,00;51,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2009;1.012,00;369,00;41,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2010;1.124,00;384,00;30,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2011;1.200,00;393,00;62,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2012;1.125,00;285,00;48,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2013;951,00;161,00;43,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2014;900,00;214,00;34,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2015;945,00;273,00;56,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2016;988,00;290,00;50,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2017;879,00;156,00;48,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2018;846,00;221,00;32,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2019;967,00;318,00;30,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2020;970,00;253,00;15,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2021;1.082,00;295,00;16,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2022;1.100,00;299,00;32,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2023;1.045,00;313,00;44,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2024;905,00;182,00;32,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Administración (Ciclo de Complementación Curricular);2025;650,00;122,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2002;1,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2003;1,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2004;1,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2005;1,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2006;3,00;2,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2007;4,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2008;2,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2009;2,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2010;1,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2012;75,00;75,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2013;127,00;77,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2014;172,00;106,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2015;178,00;84,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2016;245,00;141,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2017;203,00;57,00;6,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2018;219,00;110,00;7,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2019;210,00;102,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2020;237,00;110,00;1,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2021;341,00;189,00;8,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2022;390,00;222,00;6,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2023;275,00;104,00;7,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2024;110,00;;6,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional;2025;30,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2001;120,00;120,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2002;197,00;121,00;6,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2003;262,00;124,00;8,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2004;280,00;95,00;18,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2005;281,00;111,00;16,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2006;328,00;130,00;20,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2007;337,00;133,00;14,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2008;439,00;213,00;17,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2009;463,00;177,00;21,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2010;489,00;171,00;25,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2011;503,00;156,00;23,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2012;447,00;105,00;33,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2013;384,00;97,00;33,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2014;344,00;87,00;24,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2015;344,00;119,00;25,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2016;367,00;131,00;15,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2017;338,00;72,00;24,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2018;297,00;83,00;20,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2019;289,00;97,00;11,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2020;271,00;72,00;27,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2021;283,00;81,00;23,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2022;250,00;80,00;22,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2023;208,00;49,00;16,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2024;113,00;;15,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Comercio Internacional (Ciclo de Complementación Curricular);2025;27,00;1,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Gestión del Comercio Internacional;2023;100,00;100,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Gestión del Comercio Internacional;2024;384,00;342,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Gestión del Comercio Internacional;2025;435,00;336,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Gestión del Comercio Internacional (Ciclo de Complementación Curricular);2023;50,00;50,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Gestión del Comercio Internacional (Ciclo de Complementación Curricular);2024;124,00;89,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Gestión del Comercio Internacional (Ciclo de Complementación Curricular);2025;150,00;79,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2001;201,00;201,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2002;201,00;79,00;14,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2003;209,00;68,00;24,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2004;254,00;120,00;19,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2005;307,00;157,00;29,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2006;382,00;196,00;25,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2007;471,00;200,00;30,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2008;629,00;280,00;43,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2009;769,00;314,00;46,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2010;795,00;262,00;71,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2011;810,00;233,00;77,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2012;663,00;95,00;81,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2013;452,00;;83,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2014;308,00;;68,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2015;186,00;;76,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2016;103,00;;42,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2017;45,00;;17,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2018;23,00;;5,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2019;10,00;;1,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2020;7,00;;1,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2021;8,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2022;3,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2023;5,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2024;1,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Hotelería y Turismo;2025;1,00;;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2012;52,00;52,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2013;130,00;95,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2014;125,00;64,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2015;165,00;92,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2016;178,00;97,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2017;147,00;46,00;2,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2018;164,00;81,00;4,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2019;181,00;96,00;5,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2020;216,00;116,00;2,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2021;261,00;129,00;5,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2022;290,00;171,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2023;299,00;182,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2024;330,00;212,00;1,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería;2025;318,00;203,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2012;92,00;92,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2013;179,00;115,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2014;239,00;125,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2015;306,00;132,00;11,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2016;323,00;113,00;18,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2017;335,00;114,00;7,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2018;360,00;111,00;30,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2019;365,00;110,00;39,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2020;332,00;92,00;6,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2021;400,00;120,00;39,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2022;370,00;97,00;39,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2023;300,00;93,00;25,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2024;265,00;82,00;19,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Licenciatura en Turismo y Hotelería (Ciclo de Complementación Curricular);2025;201,00;58,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2001;91,00;91,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2002;217,00;173,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2003;351,00;209,00;
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2004;373,00;186,00;3,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2005;552,00;346,00;2,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2006;786,00;472,00;4,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2007;901,00;448,00;4,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2008;1.070,00;560,00;8,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2009;1.233,00;620,00;10,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2010;1.244,00;547,00;11,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2011;1.367,00;663,00;13,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2012;1.223,00;395,00;14,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2013;633,00;141,00;10,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2014;455,00;159,00;10,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2015;419,00;176,00;19,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2016;467,00;211,00;25,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2017;420,00;120,00;24,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2018;426,00;198,00;19,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2019;390,00;172,00;13,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2020;427,00;231,00;7,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2021;486,00;187,00;24,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2022;504,00;254,00;17,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2023;493,00;272,00;18,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2024;556,00;308,00;23,00
Departamento;Departamento de Economía y Administración (virtual);Grado;Tecnicatura Universitaria en Ciencias Empresariales;2025;528,00;298,00;1,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2013;38,00;38,00;
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2014;70,00;45,00;
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2015;85,00;37,00;
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2016;121,00;60,00;5,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2017;142,00;52,00;11,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2018;161,00;74,00;7,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2019;172,00;67,00;4,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2020;154,00;41,00;4,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2021;181,00;67,00;18,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2022;186,00;69,00;17,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2023;198,00;84,00;13,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2024;169,00;52,00;9,00
Escuela Universitaria;Escuela Universitaria de Artes (virtual);Grado;Licenciatura en Artes y Tecnologías (Ciclo de Complementación Curricular);2025;137,00;43,00;
